,Store,Year,Dry_Grocery,Dairy,Frozen_Food,Meat,Produce,Floral,Deli,Bakery,General_Merchandise,Total_Sales,Segment,State,Zip,Type,Address_City,Location,latitude,longitude,altitude
40,S0041,2015,0.4620203447577749,0.1058563177858393,0.08261597806071522,0.10273503064675522,0.0950757307712221,0.006838949426815354,0.04991097240058872,0.02791897489839477,0.06702770125189415,25267518.330000006,2,CA,90670,Existing,"12801 Excelsior Dr, Santa Fe Springs","12801, Excelsior Drive, Santa Fe Springs, California, 90670, United States",33.89664715,-118.06119866619554,0.0
41,S0042,2015,0.4678155796971938,0.09927238968874466,0.07971259819049105,0.11692294338326206,0.09521640115316415,0.005917222289475854,0.046700503017717776,0.028719857279992954,0.059722505299957755,40361802.94,2,CA,92021,Existing,"13439 Camino Canada, El Cajon",,,,
42,S0043,2015,0.4478228788417211,0.10278860245973924,0.081695260212588,0.10644157384814713,0.11549855851761864,0.008526126433261474,0.03762623677892521,0.025411437418908566,0.0741893254890907,27158493.58,1,CA,91360,Existing,"2048 E Avenida De Los Arboles, Thousand Oaks","2048, East Avenida de Los Arboles, Thousand Oaks, Ventura County, California, 91362, United States",34.21117608062421,-118.84197800791517,0.0
43,S0044,2015,0.44388710371486384,0.10026250338435355,0.07642694200612149,0.1261288865685815,0.10511899892722011,0.005660291175859354,0.04098731508697459,0.037054680416847154,0.06447327871917832,35532265.7,2,CA,91042,Existing,"7789 Foothill Blvd, Tujunga","Vons, 7789, Foothill Boulevard, Sunland, Los Angeles, California, 91042, United States",34.25919365,-118.3011841080052,0.0
44,S0045,2015,0.4449034155537377,0.10293149672255716,0.08383064378698565,0.09180460026128877,0.10509883793990404,0.009316339414376108,0.03871734229081281,0.02252677030458049,0.1008705537257572,42304090.96,0,CA,91737,Existing,"6351 Haven Ave, Rancho Cucamonga","Vons, 6351, Haven Avenue, Rancho Cucamonga, San Bernardino County, California, 91737, United States",34.13871205,-117.57407730825454,0.0
45,S0046,2015,0.42267961208160154,0.10336619462229125,0.07848757965287981,0.1081125246465446,0.11823800952181096,0.010494163619665762,0.038001909349526485,0.02859451976997213,0.09202548673570736,42308785.730000004,1,CA,90815,Existing,"1820 Ximeno Ave, Long Beach","Vons, 1820, Ximeno Avenue, Los Altos, Long Beach, California, 90815, United States",33.79033305,-118.1373464221328,0.0
46,S0047,2015,0.446383981150277,0.09666091585405942,0.08082165289768486,0.10660653590625607,0.10186055363728384,0.008446417272321342,0.038313294963720504,0.020765031341702163,0.1001416169766949,45096641.3,0,CA,91709,Existing,"4200 Chino Hills Pkwy Ste 400, Chino Hills","Site 400, 4200, Chino Hills Parkway, Chino Hills, San Bernardino County, California, 91709, United States",33.98391325,-117.71236813615769,0.0
47,S0048,2015,0.441344862034642,0.09864763475490217,0.08173777684634861,0.10241190492710427,0.0989170133531055,0.00952763570503459,0.0384805228304727,0.02658481220859966,0.10234783733979055,34784203.58,0,CA,92057,Existing,"845 College Blvd, Oceanside","Vons, 845, College Boulevard, Oceanside, San Diego County, California, 92057, United States",33.240759049999994,-117.29475358499883,0.0
48,S0049,2015,0.4454502794084011,0.10774078455578476,0.09004714958363139,0.09431829333670771,0.11159860669927046,0.010271724440611552,0.04179801826823324,0.031046106741683094,0.06772903696567663,22498605.89,1,CA,92780,Existing,"550 E 1st St, Tustin","550, East 1st Street, Browning, Tustin, Orange County, California, 92780, United States",33.7435696,-117.81757197591585,0.0
49,S0050,2015,0.4302517816851218,0.10480018751287641,0.08316921872215356,0.09754825793434169,0.14526271985128078,0.014890876112720003,0.03721670352109802,0.020971860472952897,0.06588839418745476,43939211.84,1,CA,90274,Existing,"7 Peninsula Ctr, Rolling Hills Estates","Promenade on the Peninsula, Rolling Hills Estates, California, United States",33.7721456,-118.37385834340515,0.0
50,S0051,2015,0.45915595115415014,0.10519336277241911,0.08461924049689104,0.08892276692803708,0.12105970040521405,0.008387610005741881,0.038657247298189805,0.03172631303115391,0.062277807908202955,32361272.14,1,CA,92692,Existing,"26022 Marguerite Pkwy, Mission Viejo","Pavillions, 26022, Marguerite Parkway, Mission Viejo, Orange County, California, 92692, United States",33.585968,-117.6575005,0.0
51,S0052,2015,0.4236487301450928,0.09450746750555584,0.07279374866434021,0.10931702773844906,0.14125293852334173,0.015626181784305998,0.04229768746688569,0.024538477032000836,0.07601774114002778,46987873.31,1,CA,91011,Existing,"635 Foothill Blvd, La Canada","635, Foothill Boulevard, La Cañada Flintridge, California, 91011, United States",34.20164235,-118.19238774657696,0.0
52,S0053,2015,0.4719315195907183,0.10131975749192582,0.07488307912602636,0.12025856968112901,0.08885532081853183,0.006512934876309612,0.046852722605908614,0.027854798297915474,0.06153129751153499,30897555.990000002,2,CA,92243,Existing,"750 N Imperial Ave, El Centro","Vons 2406, 750, North Imperial Avenue, El Centro, Imperial County, California, 92243, United States",32.79889045,-115.57174821175022,0.0
53,S0054,2015,0.44489058000063963,0.1042482282743463,0.0823056195246152,0.10881777562206672,0.11462961727700245,0.00809137419036225,0.0437241756951776,0.029965938027364483,0.06332669138842525,38270311.410000004,2,CA,93063,Existing,"2938 Tapo Canyon Rd, Simi Valley","Vons, 2938, Tapo Canyon Road, Paseo del Sol, Simi Valley, Ventura County, California, 93063, United States",34.287455,-118.7156188,0.0
54,S0055,2015,0.48940475468913974,0.09578885074449763,0.08135490677614017,0.09863525133506224,0.11281949012934393,0.005786862675781528,0.037577432379255205,0.01639066637376369,0.06224178489701578,39002676.0,0,CA,92026,Existing,"330 W El Norte Pkwy, Escondido","Vons, 330, West El Norte Parkway, Escondido, San Diego County, California, 92026, United States",33.1433573,-117.09400235313076,0.0
55,S0056,2015,0.4763895458400047,0.11687237978786451,0.0863992523335724,0.0874318167126419,0.11792229812461785,0.008107468924199024,0.02715870125166615,0.022477398615693686,0.05724113840973973,21812315.490000002,1,CA,92675,Existing,"32401 Camino Capistrano, San Juan Capistrano","Vons 2091, 32401, Camino Capistrano, San Juan Capistrano, Orange County, California, 92675, United States",33.492757850000004,-117.66360729184146,0.0
56,S0057,2015,0.4381235846584008,0.09721762862677767,0.0753291363880105,0.14744642660222515,0.10727041798622161,0.005866512662763835,0.0495360540449049,0.0177073661779553,0.06150287285274032,33446355.83,2,CA,90301,Existing,"500 E Manchester Blvd, Inglewood","Vons, 500, East Manchester Boulevard, Inglewood, California, 90301, United States",33.960253550000004,-118.34916846810785,0.0
57,S0058,2015,0.4646784435660601,0.10037479699045429,0.07986085139999592,0.10263571695829551,0.10038680365211142,0.008323416316027156,0.04775176963137298,0.029822831725081086,0.06616536976060136,28866475.120000005,2,CA,93065,Existing,"1855 Cochran St, Simi Valley","1855, Cochran Street, Simi Valley, Ventura County, California, 93065, United States",34.279079,-118.76217334693878,0.0
58,S0059,2015,0.42994658918824774,0.09684119949706835,0.07249781489708465,0.11743405084014741,0.12042460973751377,0.007386192790218583,0.04346697775608403,0.028615813756698086,0.08338675153693745,28986872.68,0,CA,92021,Existing,"950 N 2nd St, El Cajon","Vons, 950, North 2nd Street, Bostonia, El Cajon, San Diego County, California, 92021, United States",32.8083574,-116.93683944726402,0.0
59,S0060,2015,0.4496999384321311,0.10190517106498863,0.08234743398168708,0.11462522340849503,0.10078922140897392,0.010507369163468743,0.04162341458053858,0.025869199518446177,0.07263302844127072,34886833.64,2,CA,92025,Existing,"351 W Felicita Ave, Escondido","Vons, 351, West Felicita Avenue, Escondido, San Diego County, California, 92025, United States",33.10300545,-117.07314322077266,0.0
60,S0061,2015,0.4605299278082813,0.10617556312128443,0.07365305827249016,0.11716700872030797,0.10301845046189974,0.005827276289964202,0.04936218261898851,0.029587267001926997,0.054679265704856414,42022570.72000001,2,CA,92284,Existing,"57590 29 Palms Hys, Yucca Valley",,,,
61,S0062,2015,0.46990688110781853,0.09887765841244808,0.07977194533615142,0.09372532384431315,0.11060673748143347,0.005799670438982716,0.04076747415701156,0.021480526235183286,0.07906378298665778,26064799.99,0,CA,92883,Existing,"11800 De Palma Rd, Corona",,,,
62,S0063,2015,0.4187923800996686,0.11388724505772926,0.08499797381680946,0.10567338331302564,0.13542419397640323,0.009299070244816741,0.0299335161934392,0.02913148221880295,0.07286075507930491,20844141.93,1,CA,90028,Existing,"4520 W Sunset Blvd, Los Angeles","4520, West Sunset Boulevard, East Hollywood, Los Angeles, California, 90027, United States",34.0980795,-118.2879355,0.0
63,S0064,2015,0.43647462380347796,0.10732474152507199,0.07133483653949586,0.11465917455438775,0.12279597935433235,0.00957445158460925,0.03966208731758462,0.043817105578674555,0.05435699974236557,22854243.720000003,1,CA,91324,Existing,"9119 Reseda Blvd, Northridge","Vons, 9119, Reseda Boulevard, Northridge, Los Angeles, California, 91324, United States",34.2360551,-118.5377552884141,0.0
64,S0065,2015,0.4196218528617387,0.10699837966436657,0.07330147414207962,0.11258867493677498,0.12242797021275101,0.011574041906528613,0.03863861145284081,0.030976331335405984,0.08387266348751378,34670181.19,1,CA,91750,Existing,"2340 Foothill Blvd, La Verne","2340, Foothill Boulevard, La Verne, California, 91750, United States",34.111783959183676,-117.76091491836735,0.0
65,S0066,2015,0.4512102383612183,0.099513236219025,0.08297234464827176,0.10570763843969315,0.08558882805942479,0.008630660749725351,0.039948232361596385,0.025230396729849173,0.10119842443119588,35306667.57000001,0,CA,92374,Existing,"522 Orange St, Redlands","522, Orange Street, Redlands, San Bernardino County, California, 92374, United States",34.0600162,-117.1812087,0.0
66,S0067,2015,0.46026549691201185,0.09931789403008766,0.08095617888199445,0.12256425085258434,0.10198807944353326,0.005988969903513727,0.0434799171855492,0.02451535986405658,0.060923852926668916,28697527.75,2,CA,93065,Existing,"660 E Los Angeles Ave, Simi Valley","Vons 2163, 660, East Los Angeles Avenue, Greek Track, Simi Valley, Ventura County, California, 93065, United States",34.27043375,-118.78466884281082,0.0
67,S0068,2015,0.4408586329652381,0.10007639814948761,0.07580713498694079,0.1029622287867084,0.12299477330608576,0.009385512978790993,0.045918342162865756,0.03608280302996865,0.0659141736339139,38824343.52,1,CA,91504,Existing,"1011 N San Fernando Blvd, Burbank","San Fernando Boulevard, Burbank, Los Angeles County, California, 91504, United States",34.1916735,-118.326279,0.0
68,S0069,2015,0.41331893708272477,0.10607958166859455,0.07760971502975737,0.1123135591362284,0.13325201950957677,0.007913021399930695,0.041580939917091136,0.037147968015137714,0.07078425824095844,24609296.520000003,1,CA,90732,Existing,"1440 W 25th St, San Pedro",,,,
69,S0070,2015,0.43968527776992,0.09752840824076031,0.07686692812795909,0.10074150790678582,0.11348622321544084,0.007825207630134497,0.037787466137100566,0.023328249756173074,0.10275073121572588,35369811.65,0,CA,90807,Existing,"4550 Atlantic Ave, Long Beach","Vons 3519, 4550, Atlantic Avenue, Bixby Knolls, Long Beach, California, 90807, United States",33.84099195,-118.1827914335705,0.0
70,S0071,2015,0.4444238609273877,0.09819197666542626,0.06870982801162195,0.13443880216705814,0.1013141439101067,0.005953271878273853,0.04298202652986231,0.021500648217285846,0.08248544169297718,30947739.96,0,CA,92311,Existing,"1270 E Main St, Barstow","1270, East Main Street, Barstow, San Bernardino County, California, 92311, United States",34.895807149999996,-117.00862858527861,0.0
71,S0072,2015,0.4397095688605245,0.09278848157486118,0.06337342891009716,0.12556380487881522,0.10896988698735591,0.007558701348934525,0.04405620427145963,0.018201362769458784,0.09977856039849285,38059818.31000001,0,CA,93436,Existing,"729 N H St, Lompoc","Vons, 729, North H Street, Lompoc, Santa Barbara County, California, 93436, United States",34.649747250000004,-120.45920415855835,0.0
72,S0073,2015,0.43602296131266616,0.09777638775931377,0.07785705464255518,0.10542273133157676,0.12446110288583213,0.008669015568251762,0.042505250941896826,0.03604541372051313,0.0712400818373942,35879715.24,1,CA,93117,Existing,"175 N Fairview Ave, Goleta","175, North Fairview Avenue, Goleta, Santa Barbara County, California, 93117, United States",34.44264826530612,-119.83045929591837,0.0
73,S0074,2015,0.456377655788528,0.1030036190657984,0.0789670987428504,0.13193261000674286,0.09306374040700646,0.00508630464854778,0.03736927444774211,0.03315770072421816,0.06104199616856563,20508215.140000004,2,CA,91790,Existing,"777 S Glendora Ave, West Covina","Vons, 777, South Glendora Avenue, West Covina, Los Angeles County, California, 91790, United States",34.0625586,-117.93242175259294,0.0
74,S0075,2015,0.4311268543410157,0.0977621125099834,0.07550269281311303,0.1592183350660383,0.11449991092995078,0.00455906293450597,0.051567834732264395,0.01603118296157842,0.04973201371154998,31159295.68,2,CA,91911,Existing,"870 3rd Ave, Chula Vista","Carnival, 870, 3rd Avenue, Castle Park, Chula Vista, San Diego County, California, 91911, United States",32.621765350000004,-117.07313705195297,0.0
75,S0076,2015,0.43872342654325447,0.09909317215218061,0.08194586150463834,0.10977626834825216,0.1152327448391868,0.011701143270117264,0.041655401762666716,0.02610709707314055,0.07576488450656303,22609121.51,1,CA,90041,Existing,"7311 N Figueroa St, Los Angeles","Vons 2655, 7311, North Figueroa Street, Eagle Rock, Los Angeles, California, 90041, United States",34.13622115,-118.1895121849739,0.0
